genes,logFC,logCPM,F,PValue,FDR
maker-scaffold24-size118282-snap-gene-0.54,-9.36653040782219,9.95785610133262,1481.97281948725,1.15703141130902e-13,4.91107241763802e-11
maker-scaffold689-size43434-augustus-gene-0.16,-4.94843315716039,8.55420282949025,1466.77145808592,1.22825238373506e-13,4.98670467796433e-11
maker-scaffold230-size39793-augustus-gene-0.22,-5.01207450914143,8.37482734965643,1420.36887752981,1.47965690544424e-13,5.7379824942642e-11
augustus_masked-scaffold140-size106990-abinit-gene-0.5,-7.239918285854,10.2483562886063,1411.20319624483,1.53619150092745e-13,5.7379824942642e-11
augustus_masked-scaffold1274-size27350-abinit-gene-0.3,-4.52139592443338,7.43686912798958,1251.80453110191,3.07452654277592e-13,1.10422803294006e-10
snap_masked-scaffold705-size46667-abinit-gene-0.12,-4.06348229705409,8.09598253221339,1204.73367750965,3.83773230024088e-13,1.32728682294998e-10
maker-scaffold78-size155304-augustus-gene-0.49,-4.62550095953926,9.90057570510046,1172.78148846931,4.48322620879595e-13,1.49515594063345e-10
augustus_masked-scaffold533-size168304-abinit-gene-1.2,-4.44540372720028,8.38287565416802,1130.92249874796,5.53161659550932e-13,1.72722186966606e-10
maker-scaffold2048-size24850-snap-gene-0.12,-3.2956851827076,8.0206610152707,1130.30848326386,5.54901007603147e-13,1.72722186966606e-10
maker-scaffold1021-size46816-augustus-gene-0.23,-7.9041167761093,8.79807818819347,1109.49179454983,6.17844318550802e-13,1.8520219927986e-10
maker-scaffold188-size140497-augustus-gene-1.31,-10.4148872844252,8.98672087733407,1106.75047720211,6.418043582255e-13,1.8520219927986e-10
maker-scaffold803-size150050-augustus-gene-0.24,-4.60799737189964,9.02082550702167,1096.68835815491,6.60712302922472e-13,1.8520219927986e-10
maker-scaffold602-size52133-snap-gene-0.17,-4.3358183872958,7.95338259242985,1092.82421000127,6.74327990524228e-13,1.8520219927986e-10
augustus_masked-scaffold2-size192349-abinit-gene-1.18,-7.34596703339017,6.2817988444765,1063.98305154745,7.87023725792806e-13,2.09977930041521e-10
maker-scaffold225-size216229-augustus-gene-1.24,-8.62577642885334,9.4317312598988,1058.02187228664,8.12988867081101e-13,2.10880278911203e-10
augustus_masked-scaffold3483-size5507-abinit-gene-0.0,4.24589464949405,6.47349318258804,1052.23462984348,8.39161344105489e-13,2.11786179223164e-10
augustus_masked-scaffold18-size225254-abinit-gene-2.3,-9.47094746551743,8.88204138211369,1043.08097444405,8.82601535661738e-13,2.1204558840657e-10
maker-scaffold1431-size73768-snap-gene-0.38,-10.7334665461666,10.2170265529632,1067.90144793908,9.02958301674517e-13,2.1204558840657e-10
maker-scaffold1021-size46816-snap-gene-0.31,-8.50526573448324,7.64207955386936,1037.90832891243,9.08312651131165e-13,2.1204558840657e-10
augustus_masked-scaffold1260-size49815-abinit-gene-0.0,-3.26474931797904,7.52524929769365,998.633703354657,1.13495485481023e-12,2.48444100636497e-10
maker-scaffold295-size135286-augustus-gene-0.38,-3.65110617505484,8.39839769550054,998.037470162277,1.13887507975127e-12,2.48444100636497e-10
maker-scaffold415-size42346-augustus-gene-0.17,-7.44255735171114,7.84185566744777,993.761798698925,1.16745700442542e-12,2.48444100636497e-10
maker-scaffold591-size32877-snap-gene-0.14,-4.10205609250788,7.13864387814659,993.29160323873,1.17065114885477e-12,2.48444100636497e-10
augustus_masked-scaffold302-size122025-abinit-gene-0.5,-13.4714856551201,10.7427884369887,1051.92818590854,1.2799677624676e-12,2.65607532576054e-10
maker-scaffold387-size32679-augustus-gene-0.16,-3.61289356996259,8.03488375735549,971.566957146338,1.33004792156729e-12,2.6999972807816e-10
maker-scaffold446-size112167-augustus-gene-0.20,-6.88959032114371,6.62335278601654,964.029791378425,1.39119658178527e-12,2.76404120866188e-10
augustus_masked-scaffold571-size67438-abinit-gene-0.4,-4.45283680100465,6.72301563624638,928.858838864955,1.72394396858178e-12,3.35378932887847e-10
maker-scaffold5454-size5007-snap-gene-0.3,-3.95207102720717,7.42467565174993,921.887310897702,1.80051863884533e-12,3.43127409174239e-10
maker-scaffold35-size133594-augustus-gene-0.29,-10.3660762776526,9.92027017734901,946.336746168376,2.01083103510807e-12,3.75542804116783e-10
snap_masked-scaffold224-size68174-abinit-gene-0.16,-4.9039562033785,8.63528821317588,893.098799838518,2.16203326289413e-12,3.95864051155007e-10
snap_masked-scaffold942-size109003-abinit-gene-0.9,-7.1214602300058,8.8171770106243,870.189383005098,2.51147546540532e-12,4.51003036460671e-10
maker-scaffold338-size62820-augustus-gene-0.12,-3.00100895491581,7.24826980538869,866.741463614,2.56961375665642e-12,4.51655388638678e-10
maker-scaffold387-size32679-augustus-gene-0.17,-3.87155102252562,6.52273689734171,864.293828183061,2.61184311271028e-12,4.51655388638678e-10
maker-scaffold109-size99360-snap-gene-0.16,-6.5717533777269,7.07925683057197,856.695764768909,2.748207976359e-12,4.62723507292822e-10
augustus_masked-scaffold554-size94956-abinit-gene-0.5,-7.69930619121543,6.03394983333727,853.731155416964,2.80366480758472e-12,4.62723507292822e-10
maker-scaffold47-size191672-augustus-gene-1.39,-4.87882316469701,8.90844530417773,852.634722478545,2.82450630924083e-12,4.62723507292822e-10
maker-scaffold305-size120479-augustus-gene-0.50,7.27737186751651,7.80949496880506,847.456563316827,2.9254213588256e-12,4.70992838770921e-10
maker-scaffold1095-size44958-augustus-gene-0.13,-3.85372207079743,8.76839711411705,839.013261569833,3.09917522396209e-12,4.90510139684034e-10
snap_masked-scaffold274-size124964-abinit-gene-1.8,-5.43161265510754,9.25295586067626,803.021108491987,3.98961986679552e-12,6.20917838602276e-10
maker-scaffold305-size120479-augustus-gene-0.47,-3.9392164313851,8.78221889433039,792.997392485199,4.28887176984754e-12,6.56548927653055e-10
maker-scaffold969-size53655-snap-gene-0.13,-2.92067124912415,8.99022107746701,784.162327021232,4.57463260005379e-12,6.8813255579334e-10
maker-scaffold2768-size15760-snap-gene-0.9,-8.59064765051994,7.18666989089201,804.812529059183,4.64257346487261e-12,6.8813255579334e-10
snap_masked-scaffold855-size58795-abinit-gene-0.10,-5.26191083445545,4.9679236408912,777.331820337238,4.81091618995359e-12,7.01942740340416e-10
augustus_masked-scaffold699-size104298-abinit-gene-0.6,-2.76322911693967,7.75101669609228,770.201851294076,5.07295944285826e-12,7.28789158114006e-10
snap_masked-scaffold19-size116871-abinit-gene-0.17,-11.4658945170117,9.58186173685806,815.748315697807,5.39113196409427e-12,7.62763489101701e-10
augustus_masked-scaffold311-size51850-abinit-gene-0.3,-10.6591577510569,9.72371493661714,813.267294181058,5.48465720578874e-12,7.64413865487391e-10
maker-scaffold426-size98865-snap-gene-0.61,-3.99224996000404,8.65036836222392,753.304857864485,5.76365994973359e-12,7.91486126626651e-10
maker-scaffold614-size72194-snap-gene-0.31,-3.10536224426019,8.84407233994411,746.761049026516,6.06035102001147e-12,8.20167504708219e-10
augustus_masked-scaffold900-size54276-abinit-gene-0.1,-3.11522437841496,7.62139804856286,743.174044579714,6.23056206658513e-12,8.31156979682456e-10
maker-scaffold568-size93449-augustus-gene-0.36,-2.49698269238663,7.97565051241092,739.341503440698,6.41864734785457e-12,8.44187731468535e-10
maker-scaffold50-size193894-augustus-gene-0.34,-3.23734561184726,8.19582224330465,728.353032149334,6.99593226865045e-12,9.07333548953582e-10
augustus_masked-scaffold162-size90734-abinit-gene-0.9,-3.40928217021138,7.91052652006443,715.985909539362,7.71989106422147e-12,9.87511544626029e-10
maker-scaffold865-size106591-snap-gene-0.49,-2.75241750427436,7.89948559452421,702.948202998785,8.58007127533121e-12,1.06895073732251e-09
maker-scaffold729-size69665-augustus-gene-0.17,-3.44604064739159,8.43127457768594,702.870993475001,8.58548996564451e-12,1.06895073732251e-09
augustus_masked-scaffold528-size101938-abinit-gene-0.1,-7.29106103744655,6.95726720784676,709.99631351902,9.03313904510501e-12,1.08996385998504e-09
maker-scaffold634-size151341-augustus-gene-0.27,-6.26847154075721,4.41997982206064,696.471906018502,9.04885221474138e-12,1.08996385998504e-09
augustus_masked-scaffold1200-size75956-abinit-gene-0.1,-2.85190424349158,8.18452203815434,695.730202299611,9.10443147128223e-12,1.08996385998504e-09
augustus_masked-scaffold142-size401332-abinit-gene-2.5,-3.56397994171156,7.74041825927214,688.330620714817,9.68138542858624e-12,1.14436426749542e-09
maker-scaffold1092-size72151-augustus-gene-0.28,-8.30991367370062,7.08276796184717,717.672758502772,9.82652768254536e-12,1.14517944750116e-09
maker-scaffold540-size103107-augustus-gene-0.27,-2.99060797839661,7.44004237183095,685.257042773969,9.93355485624268e-12,1.14517944750116e-09
maker-scaffold51-size162202-snap-gene-1.25,5.76139469179158,6.11384392979351,681.991272116735,1.02099668516324e-11,1.15143023946504e-09
maker-scaffold1957-size44547-augustus-gene-0.21,-3.3341318063925,8.88544987102301,681.707735412977,1.02343874358105e-11,1.15143023946504e-09
maker-scaffold1-size140626-augustus-gene-0.25,-3.64380310402475,8.15833241343306,674.408617622266,1.0887248727166e-11,1.21029915016995e-09
snap_masked-scaffold1042-size18763-abinit-gene-0.6,-3.16794080448034,7.66819009068875,669.723214440897,1.13320569784549e-11,1.23270605345889e-09
augustus_masked-scaffold1242-size27343-abinit-gene-0.0,3.83640206451649,7.35620987546782,669.50969494736,1.1352829363618e-11,1.23270605345889e-09
maker-scaffold1498-size25821-snap-gene-0.9,6.21709630170704,6.81144625027787,667.117973481825,1.1588584149725e-11,1.24384136540381e-09
maker-scaffold4345-size3916-augustus-gene-0.2,6.70528643228208,6.48932695702876,662.387469419538,1.20719787147446e-11,1.28100155952597e-09
maker-scaffold533-size168304-augustus-gene-0.19,-11.2051156562364,10.2710132609878,701.276934521294,1.26500363448308e-11,1.3150273466518e-09
maker-scaffold707-size46892-snap-gene-0.37,-3.24675611212216,8.69465683391894,655.705311446952,1.27956546742597e-11,1.3150273466518e-09
maker-scaffold300-size151442-snap-gene-1.25,-5.25544714165314,4.91733887678724,655.531829106561,1.28151090753174e-11,1.3150273466518e-09
augustus_masked-scaffold642-size61208-abinit-gene-0.0,-3.70377864956307,8.1666182118779,650.942641000167,1.3342548247485e-11,1.35426864711973e-09
maker-scaffold1456-size28812-augustus-gene-0.9,-3.6347954333632,7.45566653979183,647.800458478791,1.3718365954126e-11,1.37744194924331e-09
maker-scaffold439-size36912-augustus-gene-0.22,-3.70386135088566,7.86247049549868,645.758441854373,1.3969249598294e-11,1.38098850445045e-09
augustus_masked-scaffold2244-size18066-abinit-gene-0.0,-5.76309350886135,4.78156387593576,644.83816909369,1.40840694145836e-11,1.38098850445045e-09
maker-scaffold77-size314389-augustus-gene-0.21,-7.92000297258431,7.23567143180868,672.58007739958,1.41973545113775e-11,1.38098850445045e-09
maker-scaffold511-size29041-snap-gene-0.5,-10.8960642301314,10.2313525615795,684.685326501055,1.44768674380822e-11,1.39365967151353e-09
maker-scaffold162-size90734-augustus-gene-0.41,-2.18732148035102,8.33020861511479,638.360454885975,1.49243050071288e-11,1.42207306282213e-09
maker-scaffold3219-size11100-augustus-gene-0.8,-5.19027339916181,5.18108520117305,633.938492641274,1.55316684146688e-11,1.45140925122737e-09
maker-scaffold792-size56082-augustus-gene-0.25,-7.98891998270577,7.00079326972144,662.466098269893,1.55430418850651e-11,1.45140925122737e-09
augustus_masked-scaffold168-size57764-abinit-gene-0.8,-2.73071219245337,6.72628184511059,631.997576999677,1.5807370106403e-11,1.45606584474861e-09
maker-scaffold876-size53123-augustus-gene-0.25,-8.3591718293752,6.97588439471356,667.914334200484,1.59047672054357e-11,1.45606584474861e-09
augustus_masked-scaffold56-size75054-abinit-gene-0.11,-6.33867981034511,6.58819337801425,629.906779280989,1.62604769098685e-11,1.47417799402284e-09
maker-scaffold472-size153788-augustus-gene-0.29,-3.24449273001692,8.97029944905577,626.18692873105,1.66676828927377e-11,1.49656560434985e-09
maker-scaffold1201-size25508-snap-gene-0.15,-2.38371030363697,8.74514861544544,617.719349037568,1.80216049112004e-11,1.60272139676942e-09
augustus_masked-scaffold2197-size32082-abinit-gene-0.0,-5.30583591369651,6.01555648725764,608.999099294937,1.9552613314727e-11,1.72247455785775e-09
augustus_masked-scaffold1510-size23745-abinit-gene-0.3,-9.00620129413873,7.39215516333908,647.116100033087,1.98914352220715e-11,1.73594600096919e-09
maker-scaffold79-size113372-augustus-gene-0.54,-4.05048425378686,7.85484798403263,604.766786399256,2.03503297235846e-11,1.7443224054428e-09
augustus_masked-scaffold1594-size28686-abinit-gene-0.2,-2.65510941809982,8.20792562126778,604.545229662208,2.03931286925014e-11,1.7443224054428e-09
maker-scaffold552-size99604-snap-gene-0.42,-4.05957725716921,7.20297574958254,603.749003173825,2.05478115869253e-11,1.7443224054428e-09
maker-scaffold1155-size33072-augustus-gene-0.13,-7.48629699571587,7.38517857421709,625.505400727082,2.14145214239865e-11,1.80152073024492e-09
maker-scaffold360-size70867-snap-gene-0.29,-2.50176116286971,8.77260167112118,596.102058461303,2.21055528292225e-11,1.84305046713642e-09
maker-scaffold731-size47264-augustus-gene-0.19,3.81394730970124,6.12373473169698,591.672666417088,2.30710484906419e-11,1.89874762971336e-09
snap_masked-scaffold116-size166566-abinit-gene-0.15,-3.75898343328534,7.63707011765071,591.185359137278,2.31802559206814e-11,1.89874762971336e-09
augustus_masked-scaffold248-size129421-abinit-gene-1.0,-3.38997836858981,7.58846350514699,588.92012639195,2.36959210182832e-11,1.90324592796585e-09
maker-scaffold2349-size27842-snap-gene-0.17,-2.753296771033,6.88954437753965,588.506960091477,2.37914182870231e-11,1.90324592796585e-09
maker-scaffold281-size100383-augustus-gene-0.31,-3.28718399019179,8.63696548399169,588.268999807445,2.38466238565008e-11,1.90324592796585e-09
maker-scaffold1645-size58039-augustus-gene-0.11,6.261183681415,6.66535648282372,585.785915781532,2.49185227613852e-11,1.96749805272347e-09
maker-scaffold154-size54318-snap-gene-0.25,-2.72300666615764,8.51901177171474,583.143008164915,2.50730636404041e-11,1.96749805272347e-09
maker-scaffold602-size52133-augustus-gene-0.15,-5.78944902364509,9.71380713067475,580.598934009178,2.57091165936938e-11,2.00059775626594e-09
augustus_masked-scaffold107-size198745-abinit-gene-0.11,7.5662996844765,8.28339329273814,603.62230227275,2.61959440651446e-11,2.01464527514937e-09
maker-scaffold1260-size49815-augustus-gene-0.27,2.70756802837692,7.78751090248021,578.21966514848,2.63211312452584e-11,2.01464527514937e-09
augustus_masked-scaffold349-size136186-abinit-gene-1.0,-3.63036516187346,8.53626713400875,576.69127075917,2.67232820608421e-11,2.02879681206621e-09
maker-scaffold1994-size23604-augustus-gene-0.3,3.75138465932305,6.47351277260882,575.441704158381,2.70574225445601e-11,2.03759848162179e-09
maker-scaffold493-size60886-snap-gene-0.31,-4.57735816980492,4.83524056676146,570.598074105796,2.83997403686879e-11,2.12157420450246e-09
snap_masked-scaffold705-size46667-abinit-gene-0.13,-5.09951956622608,7.18890662303269,568.4287544617,2.9026123093069e-11,2.15115823367522e-09
augustus_masked-scaffold4456-size6280-abinit-gene-0.0,-6.1508685796775,4.41973425319791,566.338997353564,2.96448882127748e-11,2.17971626874717e-09
maker-scaffold551-size59772-augustus-gene-0.21,-4.53901238814401,8.17730646050844,564.371334920809,3.02416686731227e-11,2.2062242349189e-09
snap_masked-scaffold508-size112561-abinit-gene-0.24,-2.20705180560149,7.86911941109244,561.476582917943,3.11454075651596e-11,2.24268301527824e-09
augustus_masked-scaffold182-size90750-abinit-gene-0.9,-2.1066636358571,8.06658501114207,561.236538242615,3.12217596901019e-11,2.24268301527824e-09
augustus_masked-scaffold1481-size63985-abinit-gene-0.1,-3.23755688606989,7.51383329448476,557.949914722833,3.22895227960754e-11,2.30167606007444e-09
maker-scaffold2552-size12014-augustus-gene-0.8,-2.94598091724302,6.948041321754,552.076217181624,3.43062376406186e-11,2.41721855067958e-09
maker-scaffold599-size167612-augustus-gene-0.41,-2.92155994631872,7.3971284293223,551.7341843893,3.44281502720480e-11,2.41721855067958e-09
maker-scaffold140-size106990-augustus-gene-0.64,-2.72282213141437,7.70262838466382,547.232863387322,3.60808259026828e-11,2.51434889760636e-09
maker-scaffold147-size255492-snap-gene-2.48,-2.1451408000668,8.79868362827146,545.757993341197,3.66424186437787e-11,2.53456966885633e-09
maker-scaffold397-size33070-augustus-gene-0.19,-2.39223238882171,11.0576832300384,535.693218932437,4.07604100108335e-11,2.78552231619439e-09
maker-scaffold946-size117884-snap-gene-0.53,-2.8677155454623,7.36710654149033,534.879218493297,4.11165419778878e-11,2.78552231619439e-09
maker-scaffold460-size38836-augustus-gene-0.13,-3.87194234982175,6.25983464610874,534.569131666682,4.12531653463333e-11,2.78552231619439e-09
augustus_masked-scaffold2070-size14558-abinit-gene-0.0,-2.69208206654965,6.63160910284111,534.093743183481,4.14636540962754e-11,2.78552231619439e-09
maker-scaffold17-size143674-augustus-gene-0.27,-4.07181124800295,8.92469905490354,531.865556761141,4.24671566223211e-11,2.83255934670882e-09
maker-scaffold947-size99615-snap-gene-0.32,3.92975850226668,9.93116034414862,529.45080429617,4.35869662412376e-11,2.8866318493665e-09
augustus_masked-scaffold191-size139346-abinit-gene-0.3,-4.68115737507333,8.1657058392652,526.728493860716,4.48911286931614e-11,2.95206591363902e-09
maker-scaffold539-size68715-snap-gene-0.17,-2.71462558898606,9.07045421489091,525.254778166285,4.56161843004356e-11,2.97876873424802e-09
augustus_masked-scaffold4846-size3279-abinit-gene-0.0,-6.75109273474083,6.16533270452507,537.498120312468,4.6233512177514e-11,2.99811483828907e-09
maker-scaffold546-size128109-snap-gene-0.69,2.29190246796528,7.90268004063638,522.494272159094,4.70115795029231e-11,3.02754571998825e-09
maker-scaffold1024-size49215-snap-gene-0.14,-4.04792609955317,9.16266970566526,520.950050337465,4.78139519338521e-11,3.05812796683775e-09
snap_masked-scaffold228-size67878-abinit-gene-0.12,-3.69900078413015,6.86609687839123,519.494239574446,4.85851126965684e-11,3.08631144462963e-09
maker-scaffold374-size136159-snap-gene-0.15,-3.3339925750402,8.16531132589771,516.297451111515,5.0330197872568e-11,3.17556343063541e-09
maker-scaffold467-size46863-augustus-gene-0.17,-4.09041584925268,8.38644016906068,515.418316154669,5.08229082839122e-11,3.18512964802129e-09
maker-scaffold619-size47927-augustus-gene-0.14,-2.98220323674779,7.96250584211624,509.120564688588,5.45225313700607e-11,3.39420931955751e-09
maker-scaffold186-size142235-augustus-gene-0.12,-2.0691691961591,6.94890851958611,504.801281786718,5.72426942040942e-11,3.51962813835306e-09
augustus_masked-scaffold277-size67114-abinit-gene-0.12,-6.54269398992342,6.83129137656997,525.197892127317,5.75122681639974e-11,3.51962813835306e-09
augustus_masked-scaffold503-size42156-abinit-gene-0.5,-3.01951129304761,8.55638345891285,504.147822739046,5.76679273043498e-11,3.51962813835306e-09
maker-scaffold516-size104776-snap-gene-0.51,-3.45006187497074,7.81843930353073,503.568868891964,5.8047770924831e-11,3.51980574607839e-09
maker-scaffold289-size135755-augustus-gene-0.23,-5.57872506615355,4.93768797717531,500.72625749432,5.99558318243093e-11,3.60091904483947e-09
maker-scaffold239-size140635-augustus-gene-0.13,2.73242744416626,7.05139059220801,500.433166771031,6.01567113937628e-11,3.60091904483947e-09
augustus_masked-scaffold115-size186799-abinit-gene-0.4,-2.79161096860383,8.7714907819271,499.781301188844,6.06063227786062e-11,3.60472510895939e-09
maker-scaffold1353-size45576-augustus-gene-0.10,-2.7215615735605,6.71915097031201,495.5389183481,6.36305148229503e-11,3.76064397099184e-09
maker-scaffold295-size135286-augustus-gene-0.39,-4.66711916633247,8.96888356727004,493.330091930435,6.52749103216712e-11,3.83356674580985e-09
augustus_masked-scaffold48438-size304-abinit-gene-0.0,-6.31757530206739,5.06910169118623,491.787880461432,6.64525723612197e-11,3.85684336819965e-09
maker-scaffold78-size155304-snap-gene-0.72,-2.39003906595696,9.18829432160121,491.729940221933,6.64972994517181e-11,3.85684336819965e-09
maker-scaffold147-size255492-augustus-gene-1.38,-2.70236734841264,8.91438207439669,487.303139052572,7.00212737447671e-11,4.03514416006451e-09
maker-scaffold2700-size18367-augustus-gene-0.5,4.07023134323175,5.27598159636789,486.799745406537,7.04356926633664e-11,4.03514416006451e-09
snap_masked-scaffold2362-size20364-abinit-gene-0.9,-2.24487204536983,6.705325399462,485.18532172347,7.17842828783464e-11,4.08091764764062e-09
augustus_masked-scaffold1460-size70535-abinit-gene-0.4,5.69806679051001,5.08284226805183,484.802206490535,7.21087397580533e-11,4.08091764764062e-09
augustus_masked-scaffold865-size106591-abinit-gene-0.14,-3.33987282855239,7.06072665186494,482.61003466647,7.39986502289428e-11,4.1612950735118e-09
maker-scaffold292-size140720-snap-gene-1.23,-2.56844189708894,7.76293263743419,481.655452117566,7.48397081203568e-11,4.1612950735118e-09
maker-scaffold439-size36912-augustus-gene-0.27,-2.36312536218992,6.80445417958303,481.625951280363,7.48658783840204e-11,4.1612950735118e-09
maker-scaffold655-size37790-snap-gene-0.20,-3.43929611285666,9.30127739989459,480.732265118275,7.5663774208333e-11,4.18075931099061e-09
maker-scaffold78-size155304-augustus-gene-0.53,2.7076756316285,6.36561875871542,477.9028666251,7.82563966453994e-11,4.29857783455729e-09
maker-scaffold774-size35106-augustus-gene-0.10,-2.90319223829069,8.27180178136871,468.20581070016,8.79665472995457e-11,4.80124589870633e-09
snap_masked-scaffold142-size401332-abinit-gene-0.11,-3.96621882188444,7.0134804675265,467.769260032786,8.84358850479213e-11,4.80124589870633e-09
maker-scaffold674-size46858-snap-gene-0.15,-5.76454260884954,6.10235670187023,470.746477264852,9.01124080859965e-11,4.86398651275743e-09
augustus_masked-scaffold732-size81966-abinit-gene-0.3,-5.60287283888054,4.43458622333464,464.163324763023,9.2426899626848e-11,4.96024361330751e-09
maker-scaffold140-size106990-augustus-gene-0.51,-4.17774567651378,6.59945945050068,460.658138557015,9.65100755524416e-11,5.14977763147828e-09
augustus_masked-scaffold1158-size31879-abinit-gene-0.7,-3.4693896718811,8.98287993949856,458.824735144946,9.87298093368562e-11,5.23687434239549e-09
maker-scaffold368-size54604-snap-gene-0.17,5.81202859895074,6.1210462691649,462.805688300286,9.9263949304348e-11,5.23687434239549e-09
maker-scaffold1651-size20613-augustus-gene-0.2,-2.73630602650827,5.276074715496,457.870457033752,9.99088115115934e-11,5.24128360615314e-09
snap_masked-scaffold2131-size20989-abinit-gene-0.1,-2.12283054588245,7.24743266841304,457.118384787379,1.00849621058218e-10,5.2610824661544e-09
maker-scaffold215-size92894-augustus-gene-0.49,-2.92620747442753,8.48985530269063,456.390605476398,1.01769935808725e-10,5.27959811434376e-09
maker-scaffold32-size198344-snap-gene-1.62,5.99082738665855,7.33325698418911,474.064197166179,1.0245429684497e-10,5.28573604385816e-09
maker-scaffold2566-size35930-snap-gene-0.19,-2.60077299888432,7.53020910567008,454.892509277261,1.03695506202955e-10,5.29483475068778e-09
augustus_masked-scaffold2440-size12948-abinit-gene-0.0,-6.54617464025824,4.91137904389125,454.839284960711,1.03764699012194e-10,5.29483475068778e-09
snap_masked-scaffold142-size401332-abinit-gene-0.24,-2.39619300377644,8.41595194295573,450.804759382014,1.09170701983264e-10,5.54041312565067e-09
augustus_masked-scaffold304-size74553-abinit-gene-0.8,6.88670033955935,5.88613479267254,465.952465970228,1.12909153057337e-10,5.69916579053736e-09
augustus_masked-scaffold34-size182646-abinit-gene-0.9,-4.36184483796683,9.02046321383046,446.961738897942,1.14629301401256e-10,5.7548839595964e-09
maker-scaffold257-size144893-augustus-gene-0.36,-9.47618960912714,8.54745679017375,472.45830525135,1.16244209288645e-10,5.77931008089306e-09
maker-scaffold374-size136159-augustus-gene-1.21,-2.52805389120498,8.39610859715898,445.418069653754,1.16911494257415e-10,5.77931008089306e-09
maker-scaffold2418-size8787-augustus-gene-0.2,2.63467026725908,6.03977132315072,445.37726239652,1.16972542866651e-10,5.77931008089306e-09
augustus_masked-scaffold47-size191672-abinit-gene-1.2,-6.78187233319457,7.60692206198251,471.143573013822,1.1807059791468e-10,5.80285917540676e-09
maker-scaffold867-size57532-augustus-gene-0.15,-5.12847739330993,4.16682192372812,441.366068131446,1.23159855151702e-10,6.02129176652665e-09
maker-scaffold428-size133822-augustus-gene-0.15,-10.0948846990401,9.01547798681927,466.926245708484,1.24160937643969e-10,6.03861893603847e-09
maker-scaffold156-size116054-augustus-gene-0.45,-3.03743023144399,8.05340684060847,437.487396085643,1.29510358203056e-10,6.26615401502661e-09
snap_masked-scaffold1997-size37267-abinit-gene-0.11,-3.32998603595868,4.85336962372796,436.672511031775,1.30892868285397e-10,6.282975932936e-09
maker-scaffold116-size166566-augustus-gene-1.40,2.2930985130844,7.1650261299239,436.490677295738,1.31203716740471e-10,6.282975932936e-09
