"genes","KL_Temp6_SexF_Rep1","KL_Temp6_SexF_Rep2","KL_Temp6_SexF_Rep3","KL_Temp19_SexF_Rep1","KL_Temp19_SexF_Rep2","KL_Temp19_SexF_Rep3","KL_Temp6_SexM_Rep1","KL_Temp6_SexM_Rep2","KL_Temp6_SexM_Rep3","KL_Temp19_SexM_Rep1","KL_Temp19_SexM_Rep2","KL_Temp19_SexM_Rep3","KL_Temp6_SexF_meanlogcpm","KL_Temp19_SexF_meanlogcpm","KL_Temp6_SexM_meanlogcpm","KL_Temp19_SexM_meanlogcpm"
"augustus_masked-scaffold363-size96300-abinit-gene-0.11",6.80824301521658,6.67402305467934,6.96742693515795,7.09951472363557,6.64632543119357,7.28886355161607,5.09072843908984,5.1233987652579,5.3056843128628,4.89641855059242,5.12384471162062,5.19275017315945,6.81656433501796,7.0115679021484,5.17327050573685,5.07100447845749
"augustus_masked-scaffold3633-size5154-abinit-gene-0.0",9.34290061440667,9.62806659792001,9.41534753586952,10.4508951594523,10.6822351043641,9.7889689638421,9.23531360655068,9.2395386196578,9.05592866680958,8.82540395651205,9.25529211123956,8.99943325592474,9.4621049160654,10.3073664092195,9.17692696433935,9.02670977455878
"augustus_masked-scaffold3634-size7823-abinit-gene-0.0",-0.994845583392436,-0.573212751661005,-0.700370446651568,0.0513065923404815,-0.506049206156121,-1.64925759370125,0.492524531090354,0.826341469299263,0.527572974547058,1.52417790830645,0.768094731243723,1.25603393813062,-0.756142927235003,-0.70133340250563,0.615479658312225,1.18276885922693
"augustus_masked-scaffold364-size63546-abinit-gene-0.1",3.23312491661629,4.74501561434707,4.31231855000068,3.95213250057999,5.30536849113702,6.56644372855836,7.31405058799655,7.51600983246985,7.95162244904843,8.79731383379388,8.67059680269515,8.81274364006406,4.09681969365468,5.27464824009179,7.59389428983828,8.76021809218436
"augustus_masked-scaffold366-size139030-abinit-gene-0.3",5.22046554017205,5.06913582013504,5.19090905685686,5.46529875590778,4.86441262296853,5.3234703587486,5.14016729143305,5.24705990716553,5.38830925425487,5.38277545121262,5.34017314262266,5.63828445855064,5.16017013905465,5.21772724587497,5.25851215095115,5.45374435079531
"augustus_masked-scaffold366-size139030-abinit-gene-1.6",2.40993160770357,3.25239458478984,2.4230491159972,2.89759350350507,3.74058001387508,2.52284641683808,4.12239847619554,3.7430463516093,4.24479589936423,4.89641855059242,3.86876947569491,4.48361060934432,2.6951251028302,3.05367331140608,4.03674690905636,4.41626621187722
"augustus_masked-scaffold3663-size18163-abinit-gene-0.0",5.03839490943005,4.76374506070994,4.8124641205749,6.12976942206937,5.07808951002467,5.70828439719096,6.74638873979307,6.54331420042221,6.81631046017401,7.22928775492378,6.9056053568951,7.0877113830192,4.87153469690496,5.638714443095,6.70200446679643,7.07420149827936
"augustus_masked-scaffold367-size59349-abinit-gene-0.3",2.98632255196937,2.89656739679476,2.85083316209184,3.21660847488712,2.67859754720793,3.48690005119897,3.58325526851959,3.66115597390574,3.78430346336008,4.01019283059071,3.87168303847314,4.36929514380801,2.91124103695199,3.12736869109801,3.6762382352618,4.08372367095729
"augustus_masked-scaffold367-size59349-abinit-gene-0.4",5.85942499345389,5.60804929428068,5.95336375552219,6.03236868212487,5.5189435565553,6.23647200270922,5.16312712127745,4.99186267752569,4.78681190110794,5.28278616648747,5.32111572177572,5.25341060696082,5.80694601441892,5.92926141379646,4.98060056663703,5.28577083174134
"augustus_masked-scaffold367-size59349-abinit-gene-0.5",6.79065672407056,6.5616715632211,6.4805189007548,7.08854338385925,6.45243344277576,6.85220262427212,8.32900832430431,8.43786918449113,8.58801961929507,8.85472063222362,8.49608561108256,8.75030076685715,6.61094906268216,6.79772648363571,8.45163237603017,8.70036900338778
"augustus_masked-scaffold367-size59349-abinit-gene-0.7",2.95578877641741,3.478350055625,3.56451463689723,4.51276627799509,5.09753871519902,3.17001488467297,4.92465113814892,4.97689679275652,4.78850318255396,5.52607199486878,5.43284431941957,5.56583541429003,3.33288448964655,4.26010662595569,4.89668370448647,5.50825057619279
"augustus_masked-scaffold368-size54604-abinit-gene-0.1",4.76342403592413,4.80953173797045,5.03481525986373,4.61875566726752,4.67766431590151,4.97996807101211,4.70130417125867,4.86145063865203,4.16631680614698,5.18593137339072,4.83682473566838,4.60743952439571,4.86925701125277,4.75879601806038,4.57635720535256,4.87673187781827
"augustus_masked-scaffold369-size56107-abinit-gene-0.0",7.10445182983007,6.7767176638459,6.98613512386926,7.49578915837845,6.9018330156394,7.47396980359913,5.04325262038323,5.21871522667245,4.99009610893761,5.02577353786944,5.12628651174982,5.01331493890029,6.95576820584841,7.29053065920566,5.08402131866443,5.05512499617319
"augustus_masked-scaffold369-size56107-abinit-gene-0.1",5.0756613935876,5.23566157365592,5.33486813533492,4.47955717709355,4.37628130417611,5.0148755915224,4.48874430672513,4.82221639701599,4.50144315676558,3.71370707303411,3.69872249279645,4.03181309268937,5.21539703419281,4.62357135759735,4.6041346201689,3.81474755283997
"augustus_masked-scaffold36936-size379-abinit-gene-0.0",1.35253239995284,2.22119318849356,1.73884246151359,1.8406331567564,2.95529864525662,0.798093345950926,3.6562785742886,3.48195508235793,3.51686766628909,2.66338979939618,3.03045875600088,3.04201003383761,1.77085601665333,1.86467504932132,3.55170044097854,2.91195286307822
"augustus_masked-scaffold37-size67411-abinit-gene-0.1",3.79533224826396,3.92175366949529,3.78339034528885,4.09273746005239,4.88587765701212,4.6571638397666,4.06260037059099,4.56386262884105,4.83507157878122,4.99450579361785,4.5796422904204,5.00433055769925,3.8334920876827,4.54525965227703,4.48717819273775,4.85949288057917
"augustus_masked-scaffold37-size67411-abinit-gene-0.11",6.86909106763646,6.68334401508604,6.69098665674696,7.12013316729559,6.32740118980787,7.09080068042979,5.18796793708336,5.38098695521755,5.16173182894006,5.06929797823853,5.02523962611745,5.0803971196187,6.74780724648982,6.84611167917775,5.24356224041366,5.05831157465823
"augustus_masked-scaffold37-size67411-abinit-gene-0.5",8.77002525118033,8.6385527006316,8.55033618392553,8.57487374883376,8.38367552741568,8.46058060724288,9.29499861018188,9.13966140510233,9.01000469830337,9.07365189211311,8.84602206230031,9.02362668121963,8.65297137857915,8.47304329449744,9.14822157119586,8.98110021187768
"augustus_masked-scaffold37-size67411-abinit-gene-0.7",5.16087259617854,5.04211394576529,5.15344020129591,5.70468868350699,5.87290110869112,5.80653865473121,3.36694372950216,3.40577650715212,3.65677361334655,4.5213563998343,4.62696723641767,4.57746438806836,5.11880891441325,5.79470948230977,3.47649795000028,4.57526267477344
"augustus_masked-scaffold370-size81477-abinit-gene-0.0",3.13495431740346,3.7735601869166,3.71804167351591,2.50730747472288,3.34446741391182,2.49091056058108,4.78657496285797,4.87564056675905,4.79524855078429,4.32945102750648,4.23285183417877,3.85984990073301,3.54218539261199,2.78089514973859,4.8191546934671,4.14071758747275
"augustus_masked-scaffold371-size89062-abinit-gene-0.2",0.553210370670717,0.879799516724474,1.19681184254117,1.81955516886201,2.40296605173526,0.752643846646659,2.6292892924697,2.86266158655601,2.16516378223136,2.98155806819214,2.8112484278196,2.64726110131417,0.87660724331212,1.65838835574797,2.55237155375236,2.81335586577531
"augustus_masked-scaffold3714-size9257-abinit-gene-0.0",5.36636916638102,4.9758326851655,4.88124143880296,5.73525850900034,5.01032037530849,5.69382859552037,0.402773588496494,0.610603237489854,-0.219821860085858,0.464205832751443,0.191432149303274,-0.176882769424287,5.07448109678316,5.4798024932764,0.26451832196683,0.15958507087681
"augustus_masked-scaffold373-size40726-abinit-gene-0.2",7.70997348969207,7.73797019482474,7.83935365244225,7.85068508341807,7.69968347229871,7.88934507096913,6.85824364413286,7.1047632704578,7.05983407317121,6.97081766585587,7.03631934704418,6.91669928403404,7.76243244565302,7.81323787556197,7.00761366258729,6.97461209897803
"augustus_masked-scaffold374-size136159-abinit-gene-1.0",7.2533949166659,7.04879403748277,7.33471723932574,7.27065685643893,7.34528258367666,7.42832954837011,6.1222716514053,6.1551571734986,5.95323623535092,6.01135636110178,6.25589561664716,6.16515455578808,7.21230206449147,7.34808966282857,6.07688835341827,6.14413551117901
"augustus_masked-scaffold3754-size7923-abinit-gene-0.0",6.93638924653356,6.74224287869598,6.84021197395717,7.59448175718806,7.15220170318267,6.79239903684853,7.64997715385033,7.3378598118866,7.24182593148354,9.0659729672107,8.37605471498045,8.36168259721173,6.8396146997289,7.17969416573975,7.40988763240682,8.60123675980096
"augustus_masked-scaffold3778-size9575-abinit-gene-0.0",7.0088228193109,7.18626812357503,7.30859554146884,5.88860501163064,6.51576209233499,6.46471231875369,5.81676065367431,5.45710354433356,5.4235653588701,4.51717151112966,5.28878302521665,5.04432684879908,7.16789549478492,6.28969314090644,5.56580985229265,4.95009379504847
"augustus_masked-scaffold378-size77378-abinit-gene-0.2",6.84695091969249,6.9894718739797,7.11547637798699,6.46109677997065,6.88167462070678,6.61593020819698,6.78908024911703,6.79282501459678,6.90629424273554,6.14415382597496,6.60787534837715,6.51060849758333,6.98396639055306,6.65290053629147,6.82939983548312,6.42087922397848
"augustus_masked-scaffold378-size77378-abinit-gene-0.3",5.97015746696572,6.20152264673047,6.2167988091538,4.94254528377015,5.73954370047637,5.95479611442557,5.98340482328686,6.11727126885557,5.86221220257574,4.97937479917245,5.69461804810814,5.72651736040005,6.12949297428333,5.54562836622403,5.98762943157272,5.46683673589355
"augustus_masked-scaffold378-size77378-abinit-gene-0.5",4.74892657156581,4.87416158359191,4.84234247629043,3.84928890924228,4.47730726917715,3.89513504437884,6.07583928624779,6.14849420580239,6.19875875241118,6.22078169963244,6.11547134065402,6.11942610340875,4.82181021048272,4.07391040759942,6.14103074815379,6.1518930478984
"augustus_masked-scaffold378-size77378-abinit-gene-0.6",6.57291815501312,6.45495134801394,6.35793605558809,6.81733023868695,6.27792685155109,6.65916426942573,5.07386502951355,5.17184402784427,5.07708168577146,5.03311940997892,4.98678900820515,5.22662172903451,6.46193518620505,6.58480711988792,5.10759691437643,5.08217671573953
"augustus_masked-scaffold3781-size9086-abinit-gene-0.3",2.20804795014823,2.69013194948271,2.23563238145865,1.94163728760619,2.66872458485108,0.673560413860705,3.51707119633513,2.86266158655601,2.38678378993723,3.38212719740475,2.58141636591323,3.05946418525782,2.37793742702986,1.76130742877266,2.92217219094279,3.00766924952527
"augustus_masked-scaffold38-size181029-abinit-gene-0.1",0.798183598446256,1.28900038669359,1.18304010221127,-0.227043901386558,0.879249757266448,-0.190966988224787,0.682488343482413,0.530872141965218,-0.393021521398401,1.22902082165702,1.23434193775449,1.10732814980776,1.09007469578371,0.153746289218368,0.273446321349744,1.19023030307309
"augustus_masked-scaffold38-size181029-abinit-gene-1.2",3.17647287785372,3.32144633845586,2.80661030568418,3.69580990456993,4.25450302658148,3.39374998700569,4.64696128813635,4.55128890889088,4.71748146284159,4.97632946337447,4.47240706226072,4.60347864112594,3.10150984066459,3.78135430605237,4.63857721995628,4.68407172225371
"augustus_masked-scaffold38-size181029-abinit-gene-1.3",9.00409213610193,9.07810633580467,8.74619111852001,9.08097398542244,9.66930063736489,9.40475703412292,10.0765921818027,10.3826670855831,10.4061452187297,10.111597868519,10.0460381245152,10.1169936342367,8.9427965301422,9.38501055230341,10.2884681620385,10.0915432090903
"augustus_masked-scaffold38-size181029-abinit-gene-1.8",7.14346173565582,7.39104611705605,7.30502365688935,7.60047977890663,7.83977060379718,6.94583466978312,9.96486002240495,10.1349186400635,10.2116277378312,9.96072427160001,9.97593020457722,9.9621005133519,7.27984383653374,7.46202835082898,10.1038021334332,9.96625166317638
"augustus_masked-scaffold380-size92745-abinit-gene-0.6",4.12468463667959,4.08620645221192,3.85027027986016,4.80588156961657,3.86252222950341,4.59306789992359,4.45750951215078,4.84093410013604,5.45478863947547,5.28893588209592,5.01209623109509,5.27598312004205,4.02038712291722,4.42049056634786,4.91774408392076,5.19233841107769
"augustus_masked-scaffold380-size92745-abinit-gene-0.7",3.07680996207771,3.59682347036377,3.27427513695073,2.97111789410293,3.46631055190536,3.87759950149494,4.35754111617162,3.70268211833866,4.47017049952304,2.92581965088188,2.96102479322696,3.90560462844915,3.31596952313074,3.43834264916774,4.17679791134444,3.26414969085266
"augustus_masked-scaffold380-size92745-abinit-gene-0.9",3.90836417836272,3.86891054061138,3.90582635173569,4.87646905549123,4.11059122276544,4.29847529854936,3.84983818380228,3.19562298178845,3.37548979130187,3.73908311133952,4.06481359278028,4.12317657995456,3.89436702356993,4.42851185893534,3.4736503189642,3.97569109469145
"augustus_masked-scaffold3825-size9642-abinit-gene-0.0",4.38537555759544,4.98028812831094,4.9407636241324,3.39817932737974,4.67273308603606,4.27455687096648,4.10115556880894,3.84134364448065,3.46281520967287,2.96321683100818,3.57547642785827,3.23869426520007,4.76880910334626,4.11515642812743,3.80177147432082,3.25912917468884
"augustus_masked-scaffold3825-size9642-abinit-gene-0.2",1.95651823347077,2.33132004003017,2.41717872942085,2.84640942478443,3.48612216075877,2.28817119022931,3.85548763430805,3.48195508235793,3.82771926444,4.44410574281951,3.81226357309512,4.45532036293078,2.23500566764059,2.87356759192417,3.72172066036866,4.23722989294847
"augustus_masked-scaffold383-size108311-abinit-gene-0.3",2.25440208341006,2.32572876810764,2.91055263194224,0.37400412420695,2.30438837668438,-1.49511128750531,7.46464924563795,7.40263938100677,7.55443305621862,7.75712080636684,7.55704671129059,7.65980142330606,2.49689449448665,0.394427071128674,7.47390722762112,7.65798964698783
"augustus_masked-scaffold383-size108311-abinit-gene-0.5",6.97703981988931,6.83716243287286,6.8172710250641,7.03982264285562,6.82335122844733,6.98033595004416,7.43830425893672,7.6156922047793,7.60809352106206,7.82280793133947,7.72010099360134,7.7074034066588,6.87715775927542,6.9478366071157,7.55402999492603,7.7501041105332
"augustus_masked-scaffold383-size108311-abinit-gene-0.6",4.28734624734837,4.3263171788048,4.39677736913311,5.1135674777306,4.83160411577962,4.57359710610004,3.78618876106028,3.66582945813027,4.06110551294514,4.81693655355182,4.06481359278028,4.73421059399252,4.33681359842876,4.83958956653676,3.8377079107119,4.53865358010821
"augustus_masked-scaffold38419-size367-abinit-gene-0.0",2.6192410209507,2.59107071460947,2.93129576481539,1.57737607081632,2.57668895947551,2.55849934481984,2.27187115278734,2.6526970208422,2.60211668871244,1.74065060388324,2.08502926145293,1.96056834994611,2.71386916679186,2.23752145837056,2.50889495411399,1.92874940509409
"augustus_masked-scaffold385-size114879-abinit-gene-0.1",6.5160260396075,6.25251019819856,6.48963823923776,6.89746657676068,6.23215265986516,6.93633799526487,4.91926662965239,4.54876096095416,4.92546586580301,5.29872122493339,5.17545366758087,4.99680059561189,6.41939149234794,6.68865241063024,4.79783115213652,5.15699182937538
"augustus_masked-scaffold386-size99631-abinit-gene-0.0",4.0451743681013,3.85539169232389,3.99128308277177,4.33107598283822,4.12329823052302,4.36919490886819,3.17697389519918,3.40577650715212,3.15723172144904,4.30295578078194,4.04171624049212,4.09241860916896,3.96394971439899,4.27452304074314,3.24666070793345,4.14569687681434
"augustus_masked-scaffold386-size99631-abinit-gene-0.1",3.305358247233,3.17365946018202,3.30002337886366,3.74694508312248,3.12375512989987,3.7290690457295,2.94230067285073,2.49355925994806,2.62501478892175,3.44955957687187,3.26570696135196,3.39351805249859,3.25968036209289,3.53325641958395,2.68695824057351,3.36959486357414
"augustus_masked-scaffold386-size99631-abinit-gene-0.2",9.28357707552794,9.32354415425952,9.1651513942315,9.5908572944325,9.50093784154359,9.43298127170527,8.77822628889733,8.75349243288331,8.89460690346084,9.13433806234502,8.94927093456564,9.21765511291689,9.25742420800632,9.50825880256045,8.80877520841383,9.10042136994252
"augustus_masked-scaffold386-size99631-abinit-gene-0.3",6.55844227938109,6.44756939873128,6.59154347739635,5.78231700702234,5.89106019330847,5.91021562660644,6.97345734381945,7.00640101794844,6.9534175489816,6.69745476099445,6.68691976782436,6.68097571584984,6.53251838516957,5.86119760897908,6.9777586369165,6.68845008155622
"augustus_masked-scaffold3865-size5617-abinit-gene-0.0",7.06728202456073,7.0297913425503,7.17365155226918,7.30162750341794,6.94311686806471,7.42772721676902,6.07462883894172,5.80198137559526,5.49780977580886,5.14989478241377,5.44756416868303,5.35467493439971,7.0902416397934,7.22415719608389,5.79147333011528,5.31737796183217
"augustus_masked-scaffold387-size32679-abinit-gene-0.4",5.55642253665537,5.20933465627241,5.36491319561036,5.68297068069336,4.96968545073405,5.73871243512821,4.67598583206393,4.72480209718173,4.7697891348857,5.0721534473299,5.07917049088808,4.85240620934272,5.37689012951271,5.46378952218521,4.72352568804379,5.00124338252024
"augustus_masked-scaffold387-size32679-abinit-gene-0.5",7.16697717163824,7.14994755991698,7.24849781275096,6.67569708625538,6.54977944367353,7.03395640192057,5.98082251630125,6.30123188159407,5.92198836667071,6.23295382496411,6.04881548931437,6.04690187334952,7.18847418143539,6.75314431061649,6.06801425485535,6.10955706254267
"augustus_masked-scaffold3879-size4727-abinit-gene-0.1",4.41526614613078,4.16189864794559,4.13411831388625,4.53556602640421,4.27579773614328,4.58660678919383,3.13578246830353,3.49251665510565,3.56502631185218,3.32102252743346,3.39688777141845,3.23869426520007,4.23709436932088,4.46599018391377,3.39777514508712,3.31886818801733
"augustus_masked-scaffold388-size32662-abinit-gene-0.2",2.69514262514319,2.65489165319711,2.53027460188897,2.90261343628308,2.58720991820505,3.21539207263765,6.22021543476674,6.03205652875115,6.3426931795553,6.62346583061757,6.37001416785615,6.64626154409216,2.62676962674309,2.9017384757086,6.19832171435773,6.54658051418863
"augustus_masked-scaffold388-size32662-abinit-gene-0.7",5.03706967029001,4.93968494990879,4.92430205721933,5.31808413526874,4.99361041630253,5.25313725231581,4.60733061490424,4.47078631265106,4.5580648392935,5.16468518108878,4.69269616860078,5.08892142836948,4.96701889247271,5.18827726796236,4.54539392228293,4.98210092601968
"augustus_masked-scaffold3885-size9357-abinit-gene-0.0",3.21214023357894,4.24274504951476,3.88471105017996,2.12462491524052,4.11423323128635,2.16636943527287,4.55794401926276,4.20785778396264,4.66872608488167,3.25721489321643,3.55749489639568,3.31818204034247,3.77986544442455,2.80174252726658,4.47817596270235,3.37763060998486
"augustus_masked-scaffold3889-size12602-abinit-gene-0.0",3.40529603172731,3.53032002117712,3.6038091114849,2.86710147121947,3.62023513685885,3.15844401873841,2.76754880286975,2.42904564665159,2.94918410239373,2.47773786429994,2.04429127697295,2.65493617913635,3.51314172146311,3.21526020893891,2.71525951730502,2.39232177346975
"augustus_masked-scaffold3889-size12602-abinit-gene-0.4",0.963567453073787,0.894981670520138,1.72939813740074,1.33155088912462,1.14441489283177,0.00265344287640908,1.48176943962009,1.35224280623848,1.61375617079284,1.30866127302236,1.83332869956098,1.84454584437775,1.19598242033155,0.826206408277598,1.48258947221714,1.6621786056537
"augustus_masked-scaffold39-size136389-abinit-gene-0.8",7.58789973968045,7.37590844962717,7.33841059865279,7.97205823074637,7.26687382203805,7.75786340339929,7.2314638025345,7.41205808186507,7.4924869852234,7.52725951011805,7.25347798694999,7.44088042780547,7.43407292932014,7.66559848539457,7.37866962320766,7.40720597495784
"augustus_masked-scaffold39-size136389-abinit-gene-1.1",6.51006818419778,6.53829313714261,6.55759039317971,5.98227196387785,5.81253429821753,5.96852730876873,6.19537159718957,6.17332323487413,6.14828073762668,5.63822293694977,5.68305439172771,5.70357284225013,6.53531723817336,5.92111119028804,6.17232518989679,5.67495005697587
"augustus_masked-scaffold39-size136389-abinit-gene-1.2",6.1150512175172,5.96888751643535,5.97949243545822,6.41660820083991,5.88787221257146,6.2627144736489,5.7614142703012,5.58351060047483,5.69914888257747,5.74048706812661,5.76603866337342,5.670824841633,6.02114372313692,6.18906496235342,5.6813579177845,5.72578352437768
"augustus_masked-scaffold390-size32605-abinit-gene-0.3",5.96668130954715,5.85608045558816,5.92881760563367,6.27716862155009,5.82147346718603,6.21743075498444,4.94995664574803,5.02497885914192,5.00907884726123,5.32289808984025,5.30934436695629,5.24961394506373,5.91719312358966,6.10535761457352,4.99467145071706,5.29395213395342
"augustus_masked-scaffold3903-size15125-abinit-gene-0.0",2.70852392732172,3.4007012056951,3.27751891048624,2.56543811351567,3.80959381701063,1.85126545569194,5.01954486918486,4.7203160891715,4.89752741342026,4.95018123199266,4.92782059675173,4.93982273047328,3.12891468116769,2.74209912873941,4.87912945725887,4.93927485307255
"augustus_masked-scaffold391-size49126-abinit-gene-0.2",4.75377526473869,4.13976435957752,3.91001257848325,4.97507795897139,4.35180889016613,4.7468173773324,3.83561700608794,4.20143435069132,4.0040202888469,4.51717151112966,3.94267301905656,4.12594051354654,4.26785073426649,4.69123474215664,4.01369054854205,4.19526168124425
"augustus_masked-scaffold392-size54795-abinit-gene-0.2",5.13261078032329,5.77685253726245,5.45433643534793,6.02950322731161,6.39595425354036,4.94840047021261,7.21727343881492,7.18996687037147,7.63184009502732,7.18644653418793,7.28960125696744,7.0060510911165,5.45459991764455,5.79128598368819,7.3463601347379,7.16069962742395
"augustus_masked-scaffold392-size54795-abinit-gene-0.3",3.63639022723949,3.84174496573653,3.14882054878367,0.979127697080307,0.617081006609693,-0.380501623392529,4.23936386152141,4.88569145457045,4.97086026491839,1.43825615242456,1.98094269079607,1.06186500911108,3.54231858058656,0.40523569343249,4.69863852700341,1.49368795077724
"augustus_masked-scaffold393-size148640-abinit-gene-0.0",2.5540250137959,2.75397342173472,2.4053658060503,2.45359301247346,3.13455506652639,1.41872076629638,4.42558348152541,3.97538829584968,3.81781557117018,3.60748905193818,4.43743871521489,3.73143987794752,2.57112141386031,2.33562294843208,4.07292911618176,3.9254558817002
"augustus_masked-scaffold393-size148640-abinit-gene-1.7",2.45825951253598,2.7160085239638,2.14619120113941,0.920941610598858,1.55140510681131,1.2215462058235,0.707693813538123,1.58717804803543,0.651701606579274,-0.356809249867722,0.817283327930303,0.837438279322272,2.44015307921306,1.23129764107789,0.982191156050943,0.432637452461618
"augustus_masked-scaffold393-size148640-abinit-gene-1.8",6.06456263528865,6.5395012913082,6.48858894498714,5.21087219062226,6.07283373892403,5.87838924768464,6.49227678739012,6.41525280790008,6.31655688492352,6.06967035553121,6.40412123482694,6.3690528179375,6.36421762386133,5.72069839241031,6.40802882673791,6.28094813609855
"augustus_masked-scaffold3941-size8906-abinit-gene-0.0",5.22803490843225,5.26371140358059,5.31132312610806,4.49459594169701,4.95858582342442,4.50786876853469,5.99688661964214,5.85512347165715,5.78467890786464,5.72605529639865,5.72956629559667,5.77398543743192,5.26768981270697,4.65368351121871,5.87889633305464,5.74320234314241
"augustus_masked-scaffold3941-size8906-abinit-gene-0.1",2.71847907829042,3.0054944740352,3.00359454070604,3.48105736984072,3.53585110355629,3.09309021049768,3.82413826164487,3.77367813483283,3.99232709817595,4.38102497308955,4.18211775041977,4.14786340039864,2.90918936434389,3.36999956129823,3.86338116488455,4.23700204130265
"augustus_masked-scaffold3949-size13792-abinit-gene-0.1",6.31664711903932,7.06775904429225,6.37317757682233,7.249634117367,7.64565666014311,6.62410303978833,7.89783818994965,7.72217173513844,7.73015809239866,8.0510775760407,8.31515404004188,8.13932612828366,6.58586124671797,7.17313127243281,7.78338933916225,8.16851924812208
"augustus_masked-scaffold395-size88303-abinit-gene-0.11",6.42801699562465,6.50125989563517,6.32225716103625,6.6665041523212,6.17662883939698,6.22577058553523,6.60388755870152,6.79335901023033,6.84300483703936,6.48569358752234,6.26810937846762,6.493053181104,6.41717801743202,6.3563011924178,6.74675046865707,6.41561871569799
"augustus_masked-scaffold395-size88303-abinit-gene-0.8",5.06984083356463,5.1755414247094,4.99497426332079,5.08072512939159,5.25016237139073,5.22983138846823,3.91079774913933,4.51030036851937,4.73161665463751,4.43747751440489,4.03393421112441,5.32851844732301,5.08011884053161,5.18690629641685,4.38423825743207,4.5999767242841
"augustus_masked-scaffold395-size88303-abinit-gene-0.9",7.56175695786135,7.4745812481922,7.35001214947081,7.76817415928888,7.25041920356884,7.49180034370263,8.09697613164808,8.05058059427913,8.2130671727149,8.29194709389647,7.92840524522916,8.23123308284335,7.46211678517479,7.50346456885345,8.12020796621403,8.15052847398966
"augustus_masked-scaffold396-size90325-abinit-gene-0.4",5.08851250681992,5.97604391937236,5.30815455740578,4.00909835805914,5.57155196263981,4.07360678568648,4.82882855395834,4.87362195915924,5.02781505421926,5.19119439031773,5.33912097554946,5.39533420480677,5.45757032786602,4.55141903546181,4.91008852244561,5.30854985689132
"augustus_masked-scaffold3966-size8895-abinit-gene-0.0",4.6247387990075,4.56214116805273,4.75078442302502,4.9376626228211,4.80029471257244,4.8636508498322,5.79045922128594,5.77735954955969,5.89868750564473,5.98584091220028,6.11054675907997,5.95430144751682,4.64588813002842,4.86720272840858,5.82216875883012,6.01689637293236
"augustus_masked-scaffold3966-size8895-abinit-gene-0.1",4.9074505999823,4.94516518727257,5.1718605399635,4.49625727961909,5.00640599676665,5.12375242823472,6.21143100319966,6.22648800825853,6.15550730471871,6.07537418364904,6.32714313798697,6.15774564401535,5.00815877573946,4.87547190154015,6.19780877205897,6.18675432188379
"augustus_masked-scaffold3969-size5863-abinit-gene-0.2",0.667249076409954,1.57006815065768,1.84759989172936,1.45969302041011,2.38498852329574,0.966797692533615,2.77352917127771,2.83802735825643,2.43076670621188,1.57337730442302,1.75974678605599,1.70364452672762,1.361639039599,1.60382641207982,2.68077441191534,1.67892287240221
"augustus_masked-scaffold397-size33070-abinit-gene-0.0",5.85829986860994,5.67003688252793,5.811200938393,5.62568364268702,5.55221575121709,5.8748583522689,6.90189426655319,7.06462763454065,7.02043718449451,6.98641666464387,7.06683049801284,7.1467401482697,5.77984589651029,5.68425258205767,6.99565302852945,7.06666243697547
"augustus_masked-scaffold3984-size14363-abinit-gene-0.0",3.38043065542881,3.41393638703021,3.50487479173832,2.81480402476722,3.35681793346864,3.20699185475533,2.60266303524888,2.3729890653637,1.7168296641645,1.62095406565517,2.19146708921887,1.98513134278068,3.43308061139911,3.1262046043304,2.23082725492569,1.93251749921824
"augustus_masked-scaffold39866-size356-abinit-gene-0.0",4.61500135002523,4.57398090257988,4.73080801170028,4.65341600167052,4.45593895476022,4.72737029814122,3.02984507403161,3.12271001740844,3.3204392502523,2.98155806819214,3.00944816719553,3.20249206116595,4.6399300881018,4.61224175152399,3.15766478056412,3.06449943218454
"augustus_masked-scaffold399-size35148-abinit-gene-0.0",5.92823782691388,5.63881243977945,5.63210208247093,6.88863866448432,5.75653916779476,6.58870741158034,5.14247978714045,5.21234006002902,5.33143655982025,5.60607466724929,5.17780973208668,5.47336855873114,5.73305078305475,6.41129508128647,5.22875213566324,5.4190843193557
"augustus_masked-scaffold399-size35148-abinit-gene-0.1",4.79904286202407,4.71645749221993,5.15255714842042,4.34589400414162,4.36409698719728,4.73712660505901,3.46628456311844,3.47131562069347,3.93239581795563,4.2255580090815,3.73116836760517,3.74947507082271,4.88935250088814,4.48237253213264,3.62333200058918,3.90206714916979
"augustus_masked-scaffold399-size35148-abinit-gene-0.2",6.35411300159313,6.39714472774227,6.56125479843604,6.86857611351197,6.26856065979756,6.52226964930221,4.58540060436545,4.6009393503458,4.64278159935771,3.17459886979781,4.70254770446755,4.26783736960623,6.43750417592381,6.55313547420391,4.60970718468965,4.04832798129053
"augustus_masked-scaffold399-size35148-abinit-gene-0.6",2.72178225482997,2.73722335048034,3.08360427147882,-0.27158387620753,2.00028804046812,0.783102041009166,2.94760005147838,3.16953354400576,2.72731478512007,3.0813048078712,2.47047925413322,3.00645516792387,2.84753662559638,0.837268735089919,2.9481494602014,2.8527464099761
"augustus_masked-scaffold401-size46888-abinit-gene-0.10",5.38002289768324,5.346111563764,5.23912295921933,5.84949639214216,5.02876999795541,5.5506898761858,3.51350227704232,3.94495042044755,3.90146995453068,4.19182310842471,3.87168303847314,4.40386772374459,5.32175247355552,5.47631875542779,3.78664088400685,4.15579129021415
