"genes","KL_Temp6_SexF_Rep1","KL_Temp6_SexF_Rep2","KL_Temp6_SexF_Rep3","KL_Temp19_SexF_Rep1","KL_Temp19_SexF_Rep2","KL_Temp19_SexF_Rep3","KL_Temp6_SexM_Rep1","KL_Temp6_SexM_Rep2","KL_Temp6_SexM_Rep3","KL_Temp19_SexM_Rep1","KL_Temp19_SexM_Rep2","KL_Temp19_SexM_Rep3","KL_Temp6_SexF_meanlogcpm","KL_Temp19_SexF_meanlogcpm","KL_Temp6_SexM_meanlogcpm","KL_Temp19_SexM_meanlogcpm"
"augustus_masked-scaffold103-size49482-abinit-gene-0.1",9.06526081996674,8.77386020991736,8.75763318119287,9.25469281386271,8.79613496414851,9.10498840522186,9.11160191841037,9.15605145601492,9.48686267105802,9.34982862030636,9.22307291136158,9.42649039665084,8.86558473702565,9.05193872774436,9.25150534849443,9.33313064277293
"augustus_masked-scaffold103-size49482-abinit-gene-0.2",10.4238732977623,10.4338916160341,10.3011239618768,10.6701560740657,10.5933701586875,10.3933545420283,9.65978673507813,9.52169322287114,9.5283191077451,9.96759357956596,9.8707767616127,10.0184080063665,10.3862962918911,10.5522935915938,9.56993302189812,9.95225944918172
"augustus_masked-scaffold103-size49482-abinit-gene-0.3",5.38106785184095,5.12653874666473,5.26222956851888,6.02029533786799,5.3423273520451,5.81116455486776,4.82307352820749,5.13860832665704,5.26374321170907,5.27165018385313,5.28003717531055,5.48848142140369,5.25661205567485,5.72459574826028,5.07514168885787,5.34672292685579
"augustus_masked-scaffold103-size49482-abinit-gene-0.5",5.96249883435733,5.83360299019612,6.01733406633385,6.45128072953763,5.96351407998409,6.3020261600532,5.03953509491688,5.16195346378314,5.01631390529906,5.21722527446744,5.11157333137154,5.30797673153576,5.9378119636291,6.23894032319164,5.07260082133303,5.21225844579158
"augustus_masked-scaffold1030-size37077-abinit-gene-0.1",5.17298973978678,4.97850760186981,5.00967817966451,6.01277041157389,5.03646822427308,5.73774083701992,5.44843671079177,5.38524395905637,5.6329129694611,5.90005597438605,5.62207439739593,5.84280178577971,5.0537251737737,5.59565982428896,5.48886454643641,5.78831071918723
"augustus_masked-scaffold1030-size37077-abinit-gene-0.2",5.50845774734208,5.19560568899366,5.5693032110327,6.19003470894576,5.35238504496476,6.02497168002471,4.06504049343098,4.26441687983126,4.12407715919491,4.13560488868331,4.05459372786437,4.13420068456514,5.42445554912281,5.85579714464508,4.15117817748572,4.10813310037094
"augustus_masked-scaffold1031-size31058-abinit-gene-0.0",-1.57417830528279,-0.306885221305587,-1.04469982399193,-1.69466621989348,0.575413539689336,-0.903738185820005,0.827510555270843,0.402350637740277,0.651701606579274,1.71164455593524,1.27011362251364,1.5800927240569,-0.975254450193436,-0.674330288674716,0.627187599863465,1.52061696750193
"augustus_masked-scaffold1032-size44425-abinit-gene-0.0",0.38005565878309,1.52198238911262,0.507112307003821,0.43070599107861,1.76107215084214,0.196151414253307,1.72336448769712,1.6067540568448,1.82626108068349,-0.238870665337593,0.399546602591011,0.470790957172231,0.803050118299843,0.795976518724686,1.71879320840847,0.21048896480855
"augustus_masked-scaffold1032-size44425-abinit-gene-0.2",5.82835131735259,5.74683333256635,5.60589098130443,6.05113927363061,5.74131116576872,6.12310658239773,6.52897559535271,6.75877846776532,6.92255877755562,6.8881637523843,6.58852575758513,7.00417452267748,5.72702521040779,5.97185234059902,6.73677094689122,6.82695467754897
"augustus_masked-scaffold1033-size20637-abinit-gene-0.2",6.07912314687791,5.86718921168726,5.81901361183426,6.54696013167573,6.11978843307068,6.28716049982934,5.77265471210677,5.95777958372806,6.00288655099922,6.32021105316334,6.08754932579905,6.1304787942785,5.92177532346648,6.31796968819192,5.91110694894468,6.17941305774696
"augustus_masked-scaffold1035-size48451-abinit-gene-0.1",4.34095735705406,4.41324245147399,4.43649686074815,5.51858707120402,5.87021127196508,5.18918419791863,5.18684803984513,5.10286666247799,4.94985382881564,6.18956568657288,5.52917637405879,5.57799753975166,4.39689888975873,5.52599418036257,5.07985617704626,5.76557986679444
"augustus_masked-scaffold1035-size48451-abinit-gene-0.2",3.36994224949016,3.42443779990698,3.59343478789104,3.58775835599309,2.93484921140952,3.81264584992191,1.29482988253846,1.3288592075115,1.7168296641645,2.33287528925024,2.07495210088017,1.7616665600229,3.46260494576272,3.44508447244151,1.44683958473815,2.05649798338444
"augustus_masked-scaffold1035-size48451-abinit-gene-0.3",3.92422193032819,3.75703728486479,4.01090498994316,3.39105302054605,3.8711578790671,3.63618598996194,4.01038066085373,3.65176334073636,3.24361024535487,3.42743048043399,3.61078078616822,3.5291553404977,3.89738806837871,3.63279896319169,3.63525141564832,3.52245553569997
"augustus_masked-scaffold1037-size71000-abinit-gene-0.3",-1.08431573363301,-0.0238778333549579,0.293017345702845,0.661440021072637,1.24085738798108,-1.0041879173464,2.90464975452534,2.78745991664915,3.0084360635379,3.05844783718827,2.73650178192156,3.05946418525782,-0.271725407095041,0.299369830569103,2.9001819115708,2.95147126812255
"augustus_masked-scaffold1038-size58245-abinit-gene-0.0",2.95578877641741,2.74562269506605,2.38144576235736,3.45737246375093,2.88028305572758,3.74462938961188,0.402773588496494,0.104838586783161,1.12844533579179,2.08401676238566,1.6688713647015,2.113225517234,2.6942857446136,3.36076163636346,0.545352503690483,1.95537121477372
"augustus_masked-scaffold1038-size58245-abinit-gene-0.1",4.38953540059667,3.99931462586691,3.98732647186042,4.76787419249503,4.17478078898115,4.41367510072159,4.97222820209905,5.14698930764353,5.15519206166222,5.68000240595509,5.07664755824409,5.5453345519063,4.125392166108,4.45211002739925,5.09146985713493,5.43399483870183
"augustus_masked-scaffold1038-size58245-abinit-gene-0.8",3.39705509958503,3.02632664407939,2.91888570860649,3.83885144812622,3.50010857259172,4.00096220346364,5.27696173082826,5.48778052548999,5.59958231658245,6.12090036025007,5.73117137201988,6.26130607652641,3.11408915075697,3.77997407472719,5.45477485763357,6.03779260293212
"augustus_masked-scaffold1041-size53617-abinit-gene-0.0",-0.994845583392436,0.575040432321871,-0.226049386510718,0.588553270917348,1.31868253675338,-1.29096553681024,1.52495039073238,1.5061044195212,1.62893953803804,2.01446398940563,2.03392446840513,1.97290212121296,-0.215284845860428,0.205423423620161,1.55333144943054,2.00709685967457
"augustus_masked-scaffold1042-size18763-abinit-gene-0.3",5.86988406072658,5.60285771838379,5.79770855865273,6.19362300254217,5.69463832193648,6.17606905274019,4.49960885954424,4.55884628344173,4.59911885052323,4.90925002168146,4.86633882769793,4.91446915675277,5.75681677925437,6.02144345907295,4.55252466450307,4.89668600204405
"augustus_masked-scaffold1044-size25730-abinit-gene-0.0",7.91929395595548,8.23634285846489,7.85721414937923,7.36891558234276,7.60174048688195,7.31905844917727,9.27879699989208,9.25202432911084,9.35568335908827,9.40946784985324,9.32975045316968,9.263480382723,8.00428365459987,7.42990483946732,9.29550156269706,9.33423289524864
"augustus_masked-scaffold1045-size112508-abinit-gene-0.1",5.82220933808898,5.78858586711113,5.89013795647032,6.07189869287245,5.93908047403303,6.16382363218349,5.31333659665188,5.1751258717237,5.14598629625496,5.26292904326882,5.31470689219866,5.18746785242736,5.83364438722348,6.05826759969632,5.21148292154351,5.25503459596495
"augustus_masked-scaffold1048-size39987-abinit-gene-0.2",7.58665474516209,7.31706778501698,7.31354186705858,7.38155525444381,7.73943190375655,7.79745090510287,7.18538624525632,7.3407852832096,7.37470610620703,7.51209369150211,7.78219458640701,7.72505625925453,7.40575479907921,7.63947935443441,7.30029254489098,7.67311484572122
"augustus_masked-scaffold1049-size37215-abinit-gene-0.2",0.707792036779337,0.477558984954883,-0.752349276835427,1.51318499649288,0.465654728186159,0.00265344287640908,1.87569030109998,2.02568366966472,2.64755512704535,1.00826102623997,1.06139270463821,1.9101509911327,0.144333914966264,0.660497722518484,2.18297636593668,1.32660157400363
"augustus_masked-scaffold105-size69781-abinit-gene-0.0",-0.518869540413998,0.648544556059561,0.130313680315588,0.155911707013548,0.677409147565616,-1.22886802051222,2.59592897295228,2.32652077741207,3.64188187534994,0.597025817801301,1.27011362251364,0.966400965742178,0.0866628986537168,-0.13184905531102,2.85477720857143,0.944513468685707
"augustus_masked-scaffold105-size69781-abinit-gene-0.11",5.1425038956439,4.66535545955588,4.99003946557754,5.44307530945931,4.72368902108416,5.24221667028647,2.93164315781457,3.34879022324069,2.96721659768951,3.09821298311547,3.09171471514969,2.82105276607989,4.93263294025911,5.13632700027664,3.08254999291492,3.00366015478168
"augustus_masked-scaffold105-size69781-abinit-gene-0.13",5.99323413563955,5.78960166122752,5.77723040361588,6.34834246011389,5.76640973154498,6.18856699548723,4.04045153018076,4.18199064963986,3.89834059194545,4.2229908386063,4.26866003021883,4.16677640161161,5.85335540016098,6.10110639571537,4.04026092392202,4.21947575681224
"augustus_masked-scaffold105-size69781-abinit-gene-0.6",4.91900805524786,4.68186211304368,4.72011920776743,5.75967143099042,4.76944603906398,5.3091522140375,3.42128327236502,3.62801068937613,3.54515520520411,4.03674740012332,3.55749489639568,3.98690969559067,4.77366312535299,5.27942322803063,3.53148305564842,3.86038399736989
"augustus_masked-scaffold1052-size20520-abinit-gene-0.2",5.86690348499703,5.57367040856375,5.58705961354275,6.49680478359027,6.01702211423799,6.65479576175417,6.54304761072895,6.57098422774155,6.92602030670291,7.20672745363246,6.64836364127777,7.14196918255214,5.67587783570118,6.38954088652748,6.68001738172447,6.99902009248746
"augustus_masked-scaffold1054-size76726-abinit-gene-0.0",3.41144598504201,3.76944716816087,3.78110672665094,2.92252029848209,3.35681793346864,3.15844401873841,5.33977636132097,5.01585591061515,5.48743450398723,5.0462484525632,5.23209771256231,4.98923112555436,3.65399995995127,3.14592741689638,5.28102225864112,5.08919243022663
"augustus_masked-scaffold1059-size72624-abinit-gene-0.4",9.07328340794718,8.98506803625644,8.91880251495449,9.3693303403913,9.20039329502351,9.12662953834126,8.15467854387101,7.99549007637127,7.98464126743055,8.5893103439355,8.30076886915672,8.66616801915489,8.9923846530527,9.23211772458536,8.04493662922428,8.5187490774157
"augustus_masked-scaffold1059-size72624-abinit-gene-0.5",5.84662190720923,5.41947242732211,5.60460012820838,6.10276091109857,5.45216469470713,5.99966225716921,4.26506046276847,4.01987388417703,4.25950442234801,4.48753237852093,4.33349510190109,4.47062247048214,5.62356482091324,5.8515292876583,4.18147958976451,4.43054998363472
"augustus_masked-scaffold1062-size56139-abinit-gene-0.0",0.31155508489509,-0.491973538746453,-0.422592788895978,-0.141888334797261,0.270573110406096,-0.282624018078307,1.19141458602018,1.5061044195212,1.36445141630546,1.82432566964257,1.99169584716421,2.67016491701338,-0.201003747582447,-0.0513130808231572,1.35399014061561,2.16206214460672
"augustus_masked-scaffold1062-size56139-abinit-gene-0.1",5.85717386562198,5.82123848283337,5.71817578056476,5.88353601224591,5.7687224356101,5.82403871798651,4.70443794938018,4.61308949243879,3.99232709817595,4.52344430073859,4.75713696840436,4.65414083243141,5.79886270967337,5.82543238861417,4.43661817999831,4.64490736719145
"augustus_masked-scaffold1062-size56139-abinit-gene-0.3",4.83227617914875,5.00935392424507,4.82249248360778,5.65943868837532,5.2804626934939,4.91526751990864,5.01197654166715,4.89766081449484,5.12069900186147,6.11398916292671,5.64098212305645,5.85451426558136,4.88804086233387,5.28505630059262,5.01011211934115,5.86982851718817
"augustus_masked-scaffold1062-size56139-abinit-gene-0.5",0.553210370670717,0.817420918755417,0.392111126020975,2.50070152273662,3.36295376966517,1.44753023754831,2.58236581070443,1.64512677161701,2.39568829885155,3.17990331480077,3.85999331599152,4.01401909229802,0.587580805149036,2.4370618433167,2.207726960391,3.68463857436343
"augustus_masked-scaffold1066-size24045-abinit-gene-0.0",0.429377700678402,1.36728923502177,0.926242503217021,-1.5781964435273,1.8157770590361,0.102644055671545,2.55485085341269,2.55531105140579,2.25598068651362,2.09528974050537,2.11484517235232,1.53088942217574,0.907636479639066,0.113408223726782,2.45538086377737,1.91367477834447
"augustus_masked-scaffold1069-size20986-abinit-gene-0.0",6.05575526470592,5.81626285517674,5.79148212704968,6.47253539026539,5.89794341251106,6.31901562764378,4.92330689388715,5.07502791886312,5.11397012085476,5.47628164841893,5.34856296815873,5.39189367691752,5.88783341564411,6.22983147680675,5.03743497786834,5.40557943116506
"augustus_masked-scaffold107-size198745-abinit-gene-0.11",9.26519463284447,9.21738243177162,9.48947175576049,9.03670936958066,9.21111484224532,9.392037767507,2.24629665350139,1.46379251564525,1.45242750103518,0.909540973335593,1.8452355889422,1.31535401720876,9.32401627345886,9.21328732644433,1.72083889006061,1.35671019316218
"augustus_masked-scaffold107-size198745-abinit-gene-0.2",7.84285540134173,7.86615683502983,7.91394224587335,7.88691509114622,7.67708424304228,7.96207235075494,7.44651575699466,7.48989225426267,7.30817509825897,7.12486664145707,7.24788252270164,7.35867077270455,7.8743181607483,7.84202389498115,7.41486103650543,7.24380664562109
"augustus_masked-scaffold107-size198745-abinit-gene-0.9",7.47449757706942,7.95722960111196,7.59312947116308,7.80097416243034,8.17174827286108,7.61199388145424,9.79964232578484,9.80800742374945,9.86192182125007,9.89798633083901,9.91085274798048,9.74668729815683,7.67495221644815,7.86157210558189,9.82319052359479,9.85184212565877
"augustus_masked-scaffold107-size198745-abinit-gene-1.5",4.36545083253658,4.50391736607871,4.58788191141756,4.45413886799366,4.37324485849695,3.9227559879433,4.65670116084537,4.68621888840081,4.72633217409784,4.31505942831633,4.124657579471,4.214301008455,4.48575003667762,4.25004657147797,4.68975074111467,4.21800600541411
"augustus_masked-scaffold107-size198745-abinit-gene-1.6",5.53263946644008,5.51100086990497,5.71936894925248,6.025482005043,5.69281270535719,5.93966605704577,5.64554448200686,5.53707726429689,5.65810913860231,6.11398916292671,5.99371569423533,6.16179158460068,5.58766976186585,5.88598692248199,5.61357696163535,6.08983214725424
"augustus_masked-scaffold107-size198745-abinit-gene-1.7",5.23960309074492,4.88845499344475,4.87483067753717,5.62720075719054,4.67889449422408,5.48446417645485,2.77948485171427,2.54520089827311,2.17554150953562,2.7586378464004,2.45502155599782,3.09375148610765,5.00096292057561,5.26351980928982,2.50007575317433,2.76913696283529
